city,date,mean_pm25
Halifax,2003-02-02,0.16666666666666666
Halifax,2003-02-03,2.125
Halifax,2003-02-04,2.375
Halifax,2003-02-05,4.25
Halifax,2003-02-06,2.5416666666666665
Halifax,2003-02-07,2.7916666666666665
Halifax,2003-02-08,2.875
Halifax,2003-02-09,8.25
Halifax,2003-02-10,4.083333333333333
Halifax,2003-02-11,5.75
Halifax,2003-02-12,2.0833333333333335
Halifax,2003-02-13,2.7916666666666665
Halifax,2003-02-14,2.25
Halifax,2003-02-15,2.125
Halifax,2003-02-16,3.2083333333333335
Halifax,2003-02-17,2.6666666666666665
Halifax,2003-02-18,1.2916666666666667
Halifax,2003-02-19,3.4166666666666665
Halifax,2003-02-20,6.583333333333333
Halifax,2003-02-21,8.291666666666666
Halifax,2003-02-22,4.5
Halifax,2003-02-23,0.9583333333333334
Halifax,2003-02-24,3.4583333333333335
